DGS DGES QGS QGES PGS PGES forb_norm accuracy spec_norm time isomorphic 
327 4611 163 1772 163 1231 2929.9999999999995 0.1165644171779141 8246.59398999704 2.40922212600708 False
327 4627 163 1878 163 1228 3151.9999999999995 0.03067484662576687 11937.885017209828 2.4367966651916504 False
327 4649 163 1804 163 1280 2880.0000000000005 0.04294478527607362 7240.970107143061 2.419450044631958 False
327 4598 163 1693 163 1222 2734.0 0.03680981595092025 6233.308329673571 2.3866171836853027 False
327 4627 163 1725 163 1232 2846.0 0.2085889570552147 6739.588909461458 2.403276205062866 False
327 4627 163 1854 163 1226 2868.0 0.12269938650306748 10879.01496454037 2.4357783794403076 False
327 4654 163 1897 163 1231 2676.0 0.26380368098159507 12779.125031335201 2.4479832649230957 False
327 4631 163 2018 163 1129 3454.0 0.012269938650306749 23945.39465417443 2.473569631576538 False
327 4600 163 1776 163 1250 2868.0 0.15337423312883436 7741.555961215249 2.4159743785858154 False
327 4659 163 1692 163 1269 2430.0 0.2331288343558282 4869.0971861656635 2.4038538932800293 False
327 4667 163 1799 163 1200 2894.0 0.006134969325153374 10769.832251502745 2.4286484718322754 False
327 4625 163 1893 163 1204 3094.0 0.03680981595092025 13293.045254119073 2.4446816444396973 False
327 4733 163 1972 163 1287 2594.0 0.50920245398773 13322.254664094291 2.502640962600708 False
327 4669 163 1814 163 1214 2935.9999999999995 0.1411042944785276 10688.0339509056 2.4325063228607178 False
327 4652 163 1860 163 1215 2849.9999999999995 0.11042944785276074 11349.21954829496 2.4395101070404053 False
327 4635 163 1882 163 1227 3070.0 0.006134969325153374 12780.2658465912 2.443174362182617 False
327 4671 163 1863 163 1354 1626.0000000000002 0.7300613496932515 6846.341324813868 2.445103645324707 False
327 4600 163 1797 163 1202 3026.0 0.15950920245398773 10733.961055234968 2.4175097942352295 False
327 4750 163 1744 163 1299 2829.9999999999995 0.05521472392638037 5409.95799527998 2.426112174987793 False
327 4625 163 1636 163 1201 2357.9999999999995 0.2392638036809816 5343.748123101203 2.384756326675415 False
327 4643 163 1827 163 1185 3128.0 0.09202453987730061 11411.524983912816 2.4275741577148438 False
327 4662 163 1835 163 1347 2152.0 0.44785276073619634 6377.244967155505 2.4331345558166504 False
327 4676 163 1897 163 1229 3224.0 0.0 13539.088038361295 2.4722490310668945 False
327 4663 163 1855 163 1266 2594.0 0.2883435582822086 9095.156170723254 2.4791269302368164 False
327 4611 163 1709 163 1250 2970.0 0.0 6102.09283309866 2.7177836894989014 False
327 4671 163 1922 163 1244 3104.0 0.024539877300613498 13050.573089477239 2.49029278755188 False
327 4692 163 1959 163 1203 3224.0 0.147239263803681 15867.58141500462 2.49011492729187 False
327 4677 163 1860 163 1259 2918.0 0.018404907975460124 9816.333350405293 2.468296766281128 False
327 4627 163 1923 163 1244 3041.9999999999995 0.12883435582822086 12500.423569333647 2.4749162197113037 False
327 4633 163 1813 163 1276 2582.0000000000005 0.2392638036809816 7938.113211101591 2.4488685131073 False
327 4675 163 1800 163 1256 2800.0 0.0 8003.566333335678 2.465183973312378 False
327 4670 163 1703 163 1222 2766.0000000000005 0.03067484662576687 6842.83258134906 2.4102535247802734 False
327 4647 163 1911 163 1304 2558.0000000000005 0.32515337423312884 9635.592386529777 2.4746642112731934 False
327 4639 163 1859 163 1262 3014.0 0.012269938650306749 9735.004730982366 2.469373941421509 False
327 4651 163 1911 163 1283 2576.0 0.3006134969325153 10705.316281845211 2.50069260597229 False
327 4641 163 1710 163 1221 2746.0000000000005 0.05521472392638037 7108.568946029386 2.4141838550567627 False
327 4613 163 1817 163 1259 2072.0 0.49079754601226994 8535.809429444816 2.4663636684417725 False
327 4624 163 1841 163 1213 2924.0 0.012269938650306749 10986.63499311852 2.4566142559051514 False
327 4659 163 1868 163 1246 3020.0 0.20245398773006135 10936.420083729412 2.4996016025543213 False
327 4655 163 1906 163 1175 3246.0 0.2392638036809816 15902.731605852274 2.483761787414551 False
327 4664 163 1806 163 1270 2436.0000000000005 0.2883435582822086 7802.284602671308 2.4592337608337402 False
327 4648 163 1751 163 1324 1414.0000000000002 0.803680981595092 4875.2836336219125 2.441591739654541 False
327 4666 163 1819 163 1291 2380.0 0.4294478527607362 7740.234781131472 2.478421688079834 False
327 4638 163 1959 163 1222 3142.0 0.09202453987730061 14813.981259536858 2.4610047340393066 False
327 4659 163 2039 163 1242 3266.0 0.018404907975460124 17552.730916984037 2.4911863803863525 False
327 4679 163 1813 163 1249 2172.0 0.5153374233128835 8866.102725822104 2.4306344985961914 False
327 4674 163 1777 163 1237 2744.0 0.15337423312883436 7730.719546216388 2.4208710193634033 False
327 4629 163 1817 163 1298 2106.0 0.48466257668711654 7625.573583265209 2.431563138961792 False
327 4641 163 1845 163 1278 2154.0000000000005 0.5460122699386503 8605.679948667446 2.440885543823242 False
327 4613 163 1906 163 1272 2856.0 0.24539877300613497 10726.046177627175 2.4556455612182617 False
