forb_norm accuracy spec_norm time
1167.9999999999998 0.21481481481481482 9.43704098578855 14.180733919143677
1334.0 0.11851851851851852 15.933256431759824 14.3784019947052
1308.0 0.15555555555555556 10.58870164689374 14.119693994522095
1284.0 0.2074074074074074 8.452210612194087 14.167887210845947
1241.9999999999998 0.22962962962962963 10.494392414391854 14.396845817565918
1238.0000000000002 0.17037037037037037 10.137341413519337 14.342013120651245
1254.0000000000002 0.1111111111111111 6.444456412826082 14.24665880203247
1306.0 0.22962962962962963 9.196952297353166 14.195048809051514
1255.9999999999998 0.14814814814814814 14.49953285087471 14.191953897476196
1196.0 0.21481481481481482 9.812975389992591 14.33034896850586
