forb_norm accuracy spec_norm time
274.0 0.0 54.304268838257585 5.316720008850098
305.99999999999994 0.0 73.76331068552713 5.227816104888916
296.0 0.0 83.77753169727099 5.042269945144653
305.99999999999994 0.0 98.9790608422197 5.0221498012542725
284.0 0.0 68.92922651331732 5.263168096542358
294.00000000000006 0.0 86.34510133708227 5.087171792984009
310.0 0.0 88.0386308452518 5.06233286857605
298.0 0.0 89.05731065442093 5.010709047317505
310.0 0.0 80.15681028225369 5.281207084655762
254.00000000000003 0.0 31.336951570356252 5.016657114028931
