forb_norm accuracy spec_norm time
1246.0000000000002 0.48771929824561405 738.1935153525628 10.559321641921997
1234.0000000000002 0.47017543859649125 954.285629923105 11.32297134399414
1214.0 0.4982456140350877 994.9162833477532 18.277331113815308
1998.0 0.23508771929824562 1585.1296151184863 53.97733521461487
1177.9999999999998 0.47368421052631576 751.7107414297311 16.797587394714355
1167.9999999999998 0.49473684210526314 860.480713000799 16.699570894241333
1962.0000000000002 0.2596491228070175 2202.932778129194 14.97488021850586
1298.0 0.4842105263157895 839.096546945777 15.408041954040527
1216.0000000000002 0.47368421052631576 833.868006172395 14.918213367462158
1255.9999999999998 0.47368421052631576 865.5954781839688 16.40964412689209
