forb_norm accuracy spec_norm time
1946.0 0.185 6227.983384149739 20.662660360336304
1788.0 0.235 4900.396828930016 20.159700632095337
1834.0 0.15 5424.305544430091 21.600531339645386
1848.0 0.185 5887.292799945472 20.65784001350403
1932.0 0.175 6304.690297782746 21.39668607711792
1817.9999999999998 0.16 4770.171163246226 20.481562614440918
1905.9999999999998 0.175 5875.731509127513 21.467867851257324
1850.0000000000002 0.19 6290.529646158433 21.69776940345764
2030.0 0.22 4515.362921789954 20.982304573059082
2166.0 0.165 5381.444792711817 20.898905754089355
