DGS DGES QGS QGES PGS PGES forb_norm accuracy spec_norm time isomorphic 
379 873 189 482 189 452 115.99999999999999 0.5502645502645502 40.809517948102915 12.333678483963013 False
379 862 189 461 189 408 206.0 0.36507936507936506 99.67477314328879 9.611154794692993 False
379 863 189 478 189 449 82.00000000000001 0.5661375661375662 37.87568636754616 10.836882591247559 False
379 875 189 463 189 450 86.0 0.5502645502645502 19.267144128058373 12.020530939102173 False
379 873 189 469 189 434 78.00000000000001 0.544973544973545 45.25400668468186 9.246305227279663 False
379 872 189 451 189 425 140.0 0.47619047619047616 43.43371153221463 11.88280963897705 False
379 871 189 480 189 448 68.0 0.6031746031746031 41.43718106351448 11.028046607971191 False
379 868 189 499 189 473 84.0 0.544973544973545 25.888099141604265 12.633017778396606 False
379 870 189 458 189 450 140.0 0.5608465608465608 11.45693594000573 12.870980739593506 False
379 867 189 479 189 450 74.0 0.7037037037037037 29.07976265285886 10.872704267501831 False
379 874 189 472 189 447 170.00000000000003 0.43386243386243384 40.01690697826647 8.920855283737183 False
379 867 189 480 189 466 132.0 0.5925925925925926 21.477007400529093 10.958834886550903 False
379 870 189 501 189 462 134.0 0.43386243386243384 67.3625763259962 11.231228590011597 False
379 879 189 457 189 428 214.0 0.37037037037037035 59.94011849813788 10.654163360595703 False
379 861 189 496 189 470 60.00000000000001 0.7407407407407407 26.448566948257906 13.320409297943115 False
379 874 189 472 189 446 235.99999999999997 0.3915343915343915 43.22315275727979 8.098206520080566 False
379 879 189 480 189 461 142.0 0.5291005291005291 22.623757420120665 11.792383193969727 False
379 861 189 459 189 444 126.0 0.49206349206349204 25.764991560139734 15.632041454315186 False
379 874 189 480 189 449 178.0 0.49206349206349204 41.1545122458709 10.706319808959961 False
379 872 189 462 189 443 122.00000000000001 0.544973544973545 15.545792622421061 10.883999586105347 False
379 869 189 454 189 415 134.0 0.5714285714285714 65.82153415805918 10.93389105796814 False
379 865 189 460 189 438 95.99999999999999 0.5925925925925926 25.487540087649084 9.944798469543457 False
379 883 189 465 189 428 134.0 0.4444444444444444 46.232675271378916 12.417711734771729 False
379 870 189 501 189 476 54.0 0.6296296296296297 27.719899159503687 12.192060470581055 False
379 874 189 452 189 420 256.0 0.3439153439153439 45.21222938900874 9.2399001121521 False
379 861 189 460 189 430 115.99999999999999 0.5555555555555556 42.31197113441508 12.783131837844849 False
379 871 189 449 189 432 110.0 0.5555555555555556 14.47145373250568 10.861010551452637 False
379 865 189 461 189 418 138.0 0.4708994708994709 80.03056385461514 11.277233123779297 False
379 879 189 462 189 444 84.0 0.6137566137566137 19.721986443697332 12.156341314315796 False
379 867 189 455 189 428 150.0 0.48677248677248675 31.04560790280281 10.978237628936768 False
379 859 189 483 189 440 134.0 0.4973544973544973 70.23298013489458 12.139189958572388 False
379 871 189 455 189 438 230.0 0.37566137566137564 140.9073937775603 8.860771417617798 False
379 872 189 488 189 444 180.00000000000003 0.544973544973545 73.52868314610475 11.102000951766968 False
379 873 189 475 189 443 71.99999999999999 0.5555555555555556 45.96289218917104 13.218567132949829 False
379 868 189 493 189 463 136.0 0.5291005291005291 35.343196006617305 11.28239107131958 False
379 874 189 466 189 440 88.0 0.6296296296296297 29.079341990535347 10.384937763214111 False
379 863 189 495 189 460 106.00000000000001 0.5343915343915344 48.66521927013739 12.461772441864014 False
379 869 189 464 189 433 101.99999999999999 0.6666666666666666 36.034838958807875 15.208550214767456 False
379 874 189 479 189 455 88.0 0.5925925925925926 27.04285183718266 13.000829219818115 False
379 868 189 466 189 436 71.99999999999999 0.5978835978835979 37.15651894235448 16.296324729919434 False
379 871 189 489 189 455 151.99999999999997 0.5026455026455027 41.29485465437585 12.11943507194519 False
379 873 189 478 189 449 74.0 0.5925925925925926 33.68402642382695 11.807954788208008 False
379 866 189 487 189 457 196.0 0.4497354497354497 36.823982343932244 14.135901927947998 False
379 877 189 440 189 414 256.0 0.31216931216931215 39.27459505006144 8.785901546478271 False
379 871 189 490 189 456 120.0 0.5132275132275133 45.40820202825772 11.16593313217163 False
379 875 189 458 189 421 126.0 0.48148148148148145 59.06781602576348 8.918696880340576 False
379 878 189 503 189 489 64.0 0.5978835978835979 13.700798938691191 11.566191911697388 False
379 873 189 450 189 441 398.0 0.15873015873015872 100.35392731465186 8.032644987106323 False
379 883 189 474 189 454 51.99999999999999 0.656084656084656 20.610482841889297 11.01199460029602 False
379 874 189 450 189 436 100.0 0.5502645502645502 12.634769855456732 9.58771014213562 False
