forb_norm accuracy spec_norm time
726.0 0.29 3503.630246700649 20.681161880493164
930.0 0.27 4599.364997048919 18.968982458114624
1036.0 0.08 3589.588325325109 16.634819746017456
1268.0000000000002 0.07 4639.81146166118 16.881405353546143
1100.0000000000002 0.1 5059.776000028462 17.732311964035034
942.0 0.03 3140.476105621374 19.2073872089386
820.0 0.11 3920.9147753021534 20.801759958267212
1042.0 0.05 3151.2825245104686 20.496401071548462
854.0 0.05 4222.987511086523 19.627753973007202
952.0 0.01 3175.742201850194 21.460492849349976
