DGS DGES QGS QGES PGS PGES forb_norm accuracy spec_norm time isomorphic 
379 914 113 274 113 126 628.0 0.1592920353982301 1061.596278935396 0.45892858505249023 False
379 914 113 238 113 121 542.0 0.11504424778761062 641.7044101416512 0.4662489891052246 False
379 914 113 247 113 136 602.0 0.1504424778761062 553.0887892961249 0.45906949043273926 False
379 914 113 279 113 153 516.0 0.18584070796460178 768.2015073156584 0.4647812843322754 False
379 914 113 261 113 113 459.99999999999994 0.17699115044247787 1113.1983653130608 0.4622952938079834 False
379 914 113 263 113 115 448.00000000000006 0.168141592920354 1023.4383000664149 0.4587404727935791 False
379 914 113 287 113 130 613.9999999999999 0.17699115044247787 1228.8578988986071 0.46541929244995117 False
379 914 113 272 113 139 506.0 0.24778761061946902 1014.9482159290231 0.4648017883300781 False
379 914 113 263 113 131 436.00000000000006 0.23008849557522124 789.0054379499135 0.4659562110900879 False
379 914 113 270 113 161 350.00000000000006 0.3185840707964602 534.3011083180044 0.45977091789245605 False
379 914 113 271 113 129 648.0 0.11504424778761062 991.4456944312553 0.45783114433288574 False
379 914 113 297 113 127 595.9999999999999 0.12389380530973451 1690.730305341049 0.46263790130615234 False
379 914 113 282 113 113 577.9999999999999 0.07964601769911504 1543.7326931920377 0.46190595626831055 False
379 914 113 282 113 139 385.99999999999994 0.3185840707964602 1056.0459077268595 0.4603438377380371 False
379 914 113 291 113 137 628.0 0.10619469026548672 1276.6891920018097 0.46187734603881836 False
379 914 113 268 113 142 456.0 0.23008849557522124 706.9551530314023 0.4583597183227539 False
379 914 113 260 113 132 456.0 0.23893805309734514 805.8445683693086 0.4625527858734131 False
379 914 113 281 113 147 392.0 0.37168141592920356 876.1132836814508 0.46457672119140625 False
379 914 113 277 113 108 570.0000000000001 0.11504424778761062 1573.633559356155 0.46674156188964844 False
379 914 113 266 113 133 450.00000000000006 0.23008849557522124 955.7776920361449 0.46317362785339355 False
379 914 113 275 113 153 528.0 0.2831858407079646 911.0338450433388 0.4664645195007324 False
379 914 113 259 113 123 492.00000000000006 0.2831858407079646 945.1305430334419 0.4630732536315918 False
379 914 113 275 113 139 475.99999999999994 0.3008849557522124 825.3107565421141 0.4624350070953369 False
379 914 113 282 113 147 730.0 0.05309734513274336 836.7808553336678 0.46550679206848145 False
379 914 113 280 113 126 528.0 0.23008849557522124 1213.6711329386903 0.4684560298919678 False
379 914 113 259 113 116 410.0 0.2831858407079646 1065.679777033673 0.4589715003967285 False
379 914 113 269 113 109 504.0 0.09734513274336283 1342.788839803161 0.46022868156433105 False
379 914 113 263 113 137 528.0 0.18584070796460178 770.267843322784 0.46675682067871094 False
379 914 113 244 113 121 554.0 0.09734513274336283 700.096896744068 0.46564388275146484 False
379 914 113 279 113 123 536.0 0.168141592920354 1286.8256737340555 0.4629976749420166 False
379 914 113 255 113 145 452.00000000000006 0.18584070796460178 535.3843367527795 0.46515560150146484 False
379 914 113 263 113 188 334.00000000000006 0.36283185840707965 233.35369902354216 0.460068941116333 False
379 914 113 260 113 149 437.99999999999994 0.2920353982300885 561.8935208209323 0.4651212692260742 False
379 914 113 267 113 125 480.0 0.19469026548672566 992.0535753815609 0.46125006675720215 False
379 914 113 291 113 142 514.0 0.24778761061946902 962.8894093184613 0.46312427520751953 False
379 914 113 250 113 141 538.0 0.1415929203539823 505.7163003754209 0.4634213447570801 False
379 914 113 257 113 131 472.0 0.24778761061946902 718.5651599094581 0.457810640335083 False
379 914 113 279 113 134 586.0 0.19469026548672566 1029.8084832406632 0.45947718620300293 False
379 914 113 256 113 117 470.00000000000006 0.1504424778761062 892.7864064831206 0.4656360149383545 False
379 914 113 281 113 141 588.0 0.19469026548672566 1104.7122382435243 0.4598567485809326 False
379 914 113 286 113 159 450.00000000000006 0.3185840707964602 968.0952939282058 0.4636716842651367 False
379 914 113 290 113 142 436.00000000000006 0.3274336283185841 980.3246382334503 0.460587739944458 False
379 914 113 283 113 167 436.00000000000006 0.25663716814159293 560.476355127714 0.4632384777069092 False
379 914 113 261 113 142 361.99999999999994 0.2743362831858407 602.8207595131873 0.46538734436035156 False
379 914 113 265 113 157 320.00000000000006 0.3185840707964602 490.8544991567635 0.46714305877685547 False
379 914 113 279 113 166 369.99999999999994 0.36283185840707965 632.4236010348791 0.460773229598999 False
379 914 113 287 113 133 480.0 0.20353982300884957 1145.5308661468564 0.46130847930908203 False
379 914 113 296 113 163 473.99999999999994 0.23893805309734514 832.3401140377368 0.46006321907043457 False
379 914 113 277 113 143 463.99999999999994 0.22123893805309736 778.5237684157693 0.4682645797729492 False
379 914 113 273 113 105 492.00000000000006 0.19469026548672566 1446.1969668812392 0.5740995407104492 False
