forb_norm accuracy spec_norm time
346.0 0.017699115044247787 38.11437717190594 23.570096731185913
367.99999999999994 0.0 95.85396413407167 21.278785705566406
316.0 0.02654867256637168 25.289595993964728 22.066722869873047
324.0 0.0 66.86092186657012 21.83314847946167
317.99999999999994 0.035398230088495575 320.6970704373181 21.712371587753296
374.0 0.0 41.86740887297794 22.411699771881104
324.0 0.09734513274336283 16.08952349938249 23.712626695632935
305.99999999999994 0.008849557522123894 28.701044290316823 22.881537199020386
296.0 0.008849557522123894 49.39869679036949 23.28270149230957
313.99999999999994 0.035398230088495575 194.0573615334946 23.224873065948486
